,SE_NUMBER,TIME,BID_PRICE,PRICE,DATE
1309,1,08:30,68.800,69.500,09-10-2023
1310,1,08:30,68.950,69.650,10-10-2023
1311,1,13:50,69.050,69.750,11-10-2023
1312,1,08:35,69.300,70.000,12-10-2023
1313,1,11:30,69.450,70.150,13-10-2023
1314,1,09:00,69.700,71.000,14-10-2023
1315,,,,,15-10-2023
1316,1,13:10,69.850,70.550,16-10-2023
1317,1,08:35,69.550,70.250,17-10-2023
1318,1,08:55,69.450,70.150,18-10-2023
1319,1,08:30,69.650,70.350,19-10-2023
1320,1,09:55,70.150,70.850,20-10-2023
1321,,,,,21-10-2023
1322,,,,,22-10-2023
1323,1,08:40,70.050,70.750,23-10-2023
1324,1,11:00,69.850,70.550,24-10-2023
1325,,,,,25-10-2023
1326,,,,,26-10-2023
1327,,,,,27-10-2023
1328,,,,,28-10-2023
1329,,,,,29-10-2023
1330,,,,,30-10-2023
1331,1,08:30,69.950,70.650,31-10-2023
1332,1,08:35,69.900,70.600,01-11-2023
1333,1,08:30,70.100,70.800,02-11-2023
1334,1,08:40,69.900,70.600,03-11-2023
1335,1,08:30,69.600,70.400,04-11-2023
1336,,,,,05-11-2023
1337,1,08:35,69.050,70.050,06-11-2023
1338,1,08:25,68.500,69.800,07-11-2023
1339,1,08:30,68.900,69.900,08-11-2023
1340,1,08:40,69.100,70.100,09-11-2023
1341,1,08:35,69.300,70.300,10-11-2023
1342,,,,,11-11-2023
1343,,,,,12-11-2023
1344,1,08:25,69.300,70.300,13-11-2023
1345,1,08:30,69.700,70.500,14-11-2023
1346,1,08:30,69.550,70.350,15-11-2023
1347,1,08:40,69.600,70.400,16-11-2023
1348,1,08:30,69.800,70.600,17-11-2023
1349,1,08:30,70.000,70.800,18-11-2023
1350,,,,,19-11-2023
1351,1,08:35,70.050,70.750,20-11-2023
1352,1,08:40,70.250,70.950,21-11-2023
1353,1,09:10,70.600,71.300,22-11-2023
1354,1,08:35,70.700,71.500,23-11-2023
1355,1,08:35,70.650,71.450,24-11-2023
1356,1,09:50,71.100,72.100,25-11-2023
1357,,,,,26-11-2023
1358,1,08:30,71.300,72.300,27-11-2023
1359,1,08:35,71.900,72.700,28-11-2023
1360,1,08:30,72.500,73.500,29-11-2023
1361,1,10:00,72.500,73.700,30-11-2023
1362,1,08:25,72.400,73.600,01-12-2023
1363,1,08:25,72.300,73.500,02-12-2023
1364,,,,,03-12-2023
1365,1,08:30,72.700,74.000,04-12-2023
1366,1,08:25,73.000,74.200,05-12-2023
1367,1,08:30,73.200,74.400,06-12-2023
1368,1,13:20,73.100,74.300,07-12-2023
1369,1,09:00,73.000,74.000,08-12-2023
1370,1,08:30,73.100,74.100,09-12-2023
1371,,,,,10-12-2023
1372,1,08:30,73.000,74.000,11-12-2023
1373,1,09:10,72.600,73.600,12-12-2023
1374,1,09:40,72.600,73.600,13-12-2023
1375,1,08:30,72.800,73.800,14-12-2023
1376,1,08:40,73.300,74.300,15-12-2023
1377,1,08:25,73.500,74.500,16-12-2023
1378,,,,,17-12-2023
1379,1,08:30,73.350,74.350,18-12-2023
1380,1,08:30,73.500,74.500,19-12-2023
1381,1,14:35,73.900,74.900,20-12-2023
1382,1,08:30,74.400,75.400,21-12-2023
1383,1,08:20,74.800,75.800,22-12-2023
1384,1,08:30,75.800,76.800,23-12-2023
1385,,,,,24-12-2023
1386,1,08:35,75.900,76.900,25-12-2023
1387,1,08:25,77.400,78.400,26-12-2023
1388,1,08:25,77.400,79.200,27-12-2023
1389,1,08:25,77.800,79.500,28-12-2023
1390,1,08:25,74.500,77.500,29-12-2023
1391,1,08:35,73.000,76.000,30-12-2023
1392,,,,,31-12-2023
1393,,,,,01-01-2024
1394,1,08:35,70.500,73.500,02-01-2024
1395,1,08:25,72.000,75.000,03-01-2024
1396,1,08:30,72.000,75.000,04-01-2024
1397,1,08:35,72.000,75.000,05-01-2024
1398,1,08:30,72.000,75.000,06-01-2024
1399,,,,,07-01-2024
1400,1,08:25,72.000,75.000,08-01-2024
1401,1,10:10,71.400,74.500,09-01-2024
1402,1,09:05,71.500,74.500,10-01-2024
1403,1,08:55,71.800,74.300,11-01-2024
1404,1,08:40,72.800,75.300,12-01-2024
1405,1,08:35,73.500,76.000,13-01-2024
1406,,,,,14-01-2024
1407,1,08:30,74.000,77.000,15-01-2024
1408,1,08:30,74.000,76.500,16-01-2024
1409,1,08:40,73.500,76.000,17-01-2024
1410,1,08:35,73.500,76.000,18-01-2024
1411,1,08:30,74.200,76.700,19-01-2024
1412,1,08:35,74.300,76.800,20-01-2024
1413,,,,,21-01-2024
1414,1,08:40,73.800,76.300,22-01-2024
1415,1,08:30,73.500,76.000,23-01-2024
1416,1,08:35,74.200,76.700,24-01-2024
1417,1,08:30,74.200,76.700,25-01-2024
1418,1,10:45,74.000,76.500,26-01-2024
1419,1,08:40,74.200,76.700,27-01-2024
1420,,,,,28-01-2024
1421,1,14:05,74.200,76.700,29-01-2024
1422,1,08:55,74.300,76.800,30-01-2024
1423,1,08:55,74.900,77.400,31-01-2024
1424,1,09:20,75.700,78.000,01-02-2024
1425,1,08:30,76.200,78.500,02-02-2024
1426,1,08:30,75.800,78.300,03-02-2024
1427,,,,,04-02-2024
1428,1,09:05,75.700,77.900,05-02-2024
1429,1,08:30,76.300,78.500,06-02-2024
1430,1,08:30,76.300,78.500,07-02-2024
1431,,,,,08-02-2024
1432,,,,,09-02-2024
1433,,,,,10-02-2024
1434,,,,,11-02-2024
1435,,,,,12-02-2024
1436,,,,,13-02-2024
1437,,,,,14-02-2024
1438,1,11:10,75.400,77.700,15-02-2024
1439,1,08:40,76.800,79.000,16-02-2024
1440,1,08:25,76.200,78.400,17-02-2024
1441,1,08:25,76.000,78.600,18-02-2024
1442,1,06:25,75.400,78.400,19-02-2024
1443,1,10:45,75.400,77.700,20-02-2024
1444,1,08:30,76.200,78.400,21-02-2024
1445,1,08:30,75.700,77.900,22-02-2024
1446,1,08:50,76.800,79.000,23-02-2024
1447,1,08:30,76.300,78.500,24-02-2024
1448,,,,,25-02-2024
1449,1,08:20,76.700,78.900,26-02-2024
1450,1,08:40,77.200,79.200,27-02-2024
1451,1,09:45,76.700,78.700,28-02-2024
1452,1,08:30,77.400,79.400,29-02-2024
1453,1,13:35,77.600,79.600,01-03-2024
1454,1,08:30,77.800,79.800,02-03-2024
1455,,,,,03-03-2024
1456,1,08:25,78.200,80.200,04-03-2024
1457,1,09:00,78.900,80.900,05-03-2024
1458,1,08:30,78.800,80.800,06-03-2024
1459,1,08:35,79.000,81.000,07-03-2024
1460,1,08:30,79.800,81.800,08-03-2024
1461,1,10:35,79.700,82.200,09-03-2024
1462,,,,,10-03-2024
1463,1,14:35,80.000,82.000,11-03-2024
1464,1,09:00,80.300,82.300,12-03-2024
1465,1,08:30,80.500,82.500,13-03-2024
1466,1,10:05,79.000,81.000,14-03-2024
1467,1,08:40,79.400,81.400,15-03-2024
1468,1,10:10,79.000,81.500,16-03-2024
1469,,,,,17-03-2024
1470,1,08:20,79.200,81.700,18-03-2024
1471,1,08:30,79.900,81.900,19-03-2024
1472,1,11:00,79.700,81.700,20-03-2024
1473,1,08:35,80.000,82.000,21-03-2024
1474,1,08:30,78.800,80.800,22-03-2024
1475,1,08:35,77.700,80.000,23-03-2024
1476,,,,,24-03-2024
1477,1,08:25,78.000,80.300,25-03-2024
1478,1,15:30,78.000,80.000,26-03-2024
1479,1,13:20,78.500,80.500,27-03-2024
1480,1,08:30,78.900,80.900,28-03-2024
1481,1,09:00,79.500,81.500,29-03-2024
1482,1,08:40,78.700,81.000,30-03-2024
1483,,,,,31-03-2024
1484,1,08:50,78.500,81.000,01-04-2024
1485,1,13:00,79.100,81.100,02-04-2024
1486,1,08:25,79.300,81.300,03-04-2024
1487,1,09:15,79.700,81.700,04-04-2024
1488,1,09:55,78.900,80.900,05-04-2024
1489,1,08:30,79.500,81.500,06-04-2024
1490,,,,,07-04-2024
1491,1,10:05,79.700,81.700,08-04-2024
1492,1,08:40,80.600,82.600,09-04-2024
1493,1,08:20,82.800,84.800,10-04-2024
1494,1,08:30,82.400,84.400,11-04-2024
1495,1,00:00,82.200,84.200,12-04-2024
1496,1,08:25,82.500,84.500,13-04-2024
1497,,,,,14-04-2024
1498,1,00:00,80.600,83.100,15-04-2024
1499,1,00:00,82.100,84.100,16-04-2024
1500,1,00:00,81.700,83.700,17-04-2024
1501,1,00:00,82.100,84.100,18-04-2024
1502,1,11:56,81.800,83.800,19-04-2024
1503,1,08:25,82.000,84.000,20-04-2024
1504,,,,,21-04-2024
1505,1,08:30,82.000,84.000,22-04-2024
1506,1,08:45,80.300,82.800,23-04-2024
1507,1,06:00,81.000,83.300,24-04-2024
1508,1,10:20,81.500,83.800,25-04-2024
1509,1,08:35,82.400,84.600,26-04-2024
1510,,,,,27-04-2024
1511,,,,,28-04-2024
1512,,,,,29-04-2024
1513,,,,,30-04-2024
1514,,,,,01-05-2024
1515,1,09:55,82.500,84.700,02-05-2024
1516,1,09:15,82.900,85.200,03-05-2024
1517,1,08:35,83.500,85.900,04-05-2024
1518,,,,,05-05-2024
1519,1,09:05,83.800,86.000,06-05-2024
1520,1,09:00,84.600,86.800,07-05-2024
1521,1,08:30,85.100,87.300,08-05-2024
1522,1,08:35,85.700,88.000,09-05-2024
1523,1,08:35,87.200,89.500,10-05-2024
1524,1,09:50,88.800,91.300,11-05-2024
1525,,,,,12-05-2024
1526,1,09:00,85.500,88.500,13-05-2024
1527,1,08:25,86.000,89.000,14-05-2024
